Latitude,Longitude
39.8534267000,3.1262645000
39.8534142000,3.1262712000
39.8534052000,3.1262762000
39.8534980000,3.1260374000
39.8534010000,3.1262786000
39.8533958000,3.1262809000
39.8533862000,3.1262856000
39.8533183000,3.1264971000
39.8533754000,3.1262995000
39.8534779900,3.1260286200
39.8533652000,3.1263114000
39.8533563000,3.1263185000
39.8534547400,3.1260268400
39.8533470000,3.1263260000
39.8533374000,3.1263279000
39.8533278000,3.1263315000
39.8534289900,3.1260236200
39.8533225000,3.1263339000
39.8533190000,3.1263353000
39.8533058000,3.1263475000
39.8533961900,3.1260585500
39.8533036000,3.1263559000
39.8533027000,3.1263653000
39.8533027000,3.1263768000
39.8533675600,3.1261255000
39.8533041000,3.1263887000
39.8532032000,3.1265633000
39.8533079000,3.1263998000
39.8533392900,3.1262048300
39.8532908000,3.1264491000
39.8532877000,3.1264584000
39.8532841000,3.1264679000
39.8533107100,3.1262707800
39.8532811000,3.1264719000
39.8532769000,3.1264766000
39.8532707000,3.1264852000
39.8532641000,3.1264957000
39.8532857000,3.1263293600
39.8532559000,3.1265060000
39.8532492000,3.1265167000
39.8532441000,3.1265270000
39.8532668900,3.1263908000
39.8532365000,3.1265385000
39.8532317000,3.1265477000
39.8532526100,3.1264440700
39.8532286000,3.1265550000
39.8532238000,3.1265707000
39.8531960000,3.1266379000
39.8532203000,3.1265773000
39.8532153000,3.1266117000
39.8532434100,3.1264949200
39.8532177000,3.1266149000
39.8532203000,3.1266257000
39.8532228000,3.1266365000
39.8532377700,3.1265238400
39.8532293000,3.1266491000
39.8532350000,3.1266610000
39.8532237600,3.1265709200
39.8532399000,3.1266718000
39.8532477000,3.1266854000
39.8532528000,3.1266961000
39.8532095100,3.1266267100
39.8532559000,3.1267022000
39.8532573000,3.1267067000
39.8532614000,3.1267177000
39.8532653000,3.1267278000
39.8531963700,3.1266923300
39.8532693000,3.1267390000
39.8532722000,3.1267504000
39.8532127000,3.1267614000
39.8532710000,3.1267608000
39.8531940500,3.1267239100
39.8532701000,3.1267713000
39.8532722000,3.1267822000
39.8532734000,3.1267901000
39.8531922100,3.1267528700
39.8532766000,3.1268058000
39.8532784000,3.1268135000
39.8532794000,3.1268191000
39.8531911600,3.1267726000
39.8532814000,3.1268249000
39.8532848000,3.1268359000
39.8532879000,3.1268472000
39.8531875700,3.1268034700
39.8532913000,3.1268581000
39.8532944000,3.1268685000
39.8532976000,3.1268801000
39.8531838700,3.1268365500
39.8533004000,3.1268909000
39.8533028000,3.1269025000
39.8532780000,3.1269558000
39.8531791700,3.1268711500
39.8533064000,3.1269342000
39.8533066000,3.1269368000
39.8533093000,3.1269465000
39.8531833600,3.1268717000
39.8533107000,3.1269510000
39.8533121000,3.1269558000
39.8533152000,3.1269665000
39.8533178000,3.1269771000
39.8531910000,3.1268896500
39.8533204000,3.1269874000
39.8533226000,3.1269974000
39.8533241000,3.1270092000
39.8531788500,3.1269285000
39.8533244000,3.1270197000
39.8533249000,3.1270305000
39.8531606600,3.1269579900
39.8533249000,3.1270389000
39.8533249000,3.1270506000
39.8533288000,3.1270131000
39.8533253000,3.1270607000
39.8531424800,3.1269841200
39.8533263000,3.1270639000
39.8533251000,3.1270669000
39.8533235000,3.1270754000
39.8533211000,3.1270858000
39.8531332400,3.1269738500
39.8533154000,3.1270957000
39.8533111000,3.1271065000
39.8533086000,3.1271175000
39.8531265300,3.1269688800
39.8533027000,3.1271303000
39.8533009000,3.1271416000
39.8531265000,3.1269837500
39.8532999000,3.1271492000
39.8533010000,3.1271637000
39.8533036000,3.1271752000
39.8531320500,3.1269969400
39.8533046000,3.1271802000
39.8532993000,3.1271879000
39.8532971000,3.1271994000
39.8535597000,3.1274965000
39.8532909000,3.1272073000
39.8533077000,3.1272401000
39.8531315800,3.1270274600
39.8533070000,3.1272361000
39.8533096000,3.1272442000
39.8533127000,3.1272540000
39.8531288700,3.1270710800
39.8533097000,3.1272631000
39.8533088000,3.1272732000
39.8531297700,3.1271022000
39.8533087000,3.1272797000
39.8533056000,3.1272938000
39.8533069000,3.1273045000
39.8531308700,3.1271332100
39.8533067000,3.1273149000
39.8533082000,3.1273255000
39.8533102000,3.1273371000
39.8531303900,3.1271658600
39.8533118000,3.1273479000
39.8533138000,3.1273580000
39.8534725000,3.1275020000
39.8531264600,3.1272098100
39.8533248000,3.1273915000
39.8533258000,3.1273966000
39.8533281000,3.1274060000
39.8531208000,3.1272638300
39.8533291000,3.1274105000
39.8533296000,3.1274147000
39.8533320000,3.1274251000
39.8533346000,3.1274362000
39.8531154200,3.1273221600
39.8533370000,3.1274479000
39.8533397000,3.1274595000
39.8533425000,3.1274710000
39.8531150600,3.1273738000
39.8533448000,3.1274816000
39.8533475000,3.1274927000
39.8531194700,3.1273769800
39.8533492000,3.1275001000
39.8533521000,3.1275126000
39.8534136000,3.1275241000
39.8533561000,3.1275233000
39.8531239400,3.1274120100
39.8533632000,3.1275336000
39.8533705000,3.1275415000
39.8533778000,3.1275469000
39.8531415100,3.1274188500
39.8533838000,3.1275510000
39.8533897000,3.1275575000
39.8531519900,3.1274482300
39.8533941000,3.1275641000
39.8533984000,3.1275759000
39.8534019000,3.1275872000
39.8531567200,3.1274818600
39.8534043000,3.1275977000
39.8534070000,3.1276087000
39.8534090000,3.1276195000
39.8531565500,3.1275084200
39.8534100000,3.1276306000
39.8534116000,3.1276422000
39.8534842000,3.1276580000
39.8534126000,3.1276501000
39.8531572800,3.1275347600
39.8534192000,3.1276636000
39.8534205000,3.1276701000
39.8534227000,3.1276802000
39.8531595100,3.1275604900
39.8534231000,3.1276841000
39.8534244000,3.1276883000
39.8534275000,3.1276989000
39.8534303000,3.1277094000
39.8531627200,3.1275913100
39.8534337000,3.1277220000
39.8534370000,3.1277337000
39.8534404000,3.1277456000
39.8531660500,3.1276189100
39.8534437000,3.1277583000
39.8534473000,3.1277707000
39.8531699300,3.1276444900
39.8534493000,3.1277785000
39.8534538000,3.1277932000
39.8534573000,3.1278032000
39.8535669000,3.1276780000
39.8531756200,3.1276707800
39.8534793000,3.1278045000
39.8534809000,3.1278001000
39.8534847000,3.1278048000
39.8534891000,3.1278124000
39.8531834800,3.1277010000
39.8534924000,3.1278205000
39.8534964000,3.1278297000
39.8535004000,3.1278394000
39.8531904100,3.1277300800
39.8535041000,3.1278497000
39.8535075000,3.1278589000
39.8531972500,3.1277575600
39.8535095000,3.1278643000
39.8535108000,3.1278704000
39.8535139000,3.1278798000
39.8535175000,3.1278898000
39.8532048700,3.1277824400
39.8535190000,3.1278997000
39.8535229000,3.1279119000
39.8536040000,3.1276878000
39.8535358000,3.1279090000
39.8532109300,3.1278072900
39.8535473000,3.1279113000
39.8535559000,3.1279151000
39.8532130400,3.1278306300
39.8535614000,3.1279180000
39.8535680000,3.1279284000
39.8535714000,3.1279381000
39.8532173900,3.1278626300
39.8535716000,3.1279489000
39.8535730000,3.1279601000
39.8535739000,3.1279719000
39.8532246400,3.1279172800
39.8535729000,3.1279844000
39.8535726000,3.1279955000
39.8535722000,3.1280043000
39.8532371700,3.1280021700
39.8535681000,3.1280217000
39.8535655000,3.1280347000
39.8536066000,3.1277197000
39.8532409800,3.1280396500
39.8535854000,3.1280280000
39.8535837000,3.1280343000
39.8535799000,3.1280418000
39.8532316600,3.1280598000
39.8535728000,3.1280504000
39.8535661000,3.1280586000
39.8532217200,3.1280455200
39.8535610000,3.1280643000
39.8535472000,3.1280761000
39.8535380000,3.1280847000
39.8532093000,3.1280313900
39.8535232000,3.1280938000
39.8535130000,3.1281017000
39.8535037000,3.1281092000
39.8532005200,3.1280233100
39.8534900000,3.1281173000
39.8534787000,3.1281244000
39.8531837300,3.1280130900
39.8535048000,3.1277324000
39.8534665000,3.1281295000
39.8534584000,3.1281260000
39.8534509000,3.1281284000
39.8531651900,3.1280208100
39.8534399000,3.1281295000
39.8534310000,3.1281337000
39.8534226000,3.1281383000
39.8531451000,3.1280413800
39.8534103000,3.1281439000
39.8534004000,3.1281504000
39.8531475700,3.1280757600
39.8533907000,3.1281558000
39.8533773000,3.1281670000
39.8533712000,3.1281776000
39.8531639500,3.1281362200
39.8533605000,3.1281880000
39.8533567000,3.1281993000
39.8533542000,3.1282103000
39.8531781700,3.1281774600
39.8533182000,3.1275321000
39.8533487000,3.1282224000
39.8533463000,3.1282334000
39.8531984700,3.1282154200
39.8533416000,3.1282414000
39.8533366000,3.1282546000
39.8533364000,3.1282664000
39.8532119000,3.1282365700
39.8533357000,3.1282712000
39.8533329000,3.1282772000
39.8533321000,3.1282884000
39.8533318000,3.1282991000
39.8532223500,3.1282640200
39.8533283000,3.1283106000
39.8533277000,3.1283216000
39.8532313000,3.1282951000
39.8533048000,3.1283278000
39.8532866000,3.1283394000
39.8532821000,3.1283505000
39.8532403500,3.1283270800
39.8532792000,3.1283567000
39.8533348000,3.1284734000
39.8532573000,3.1283619000
39.8532801000,3.1284019000
39.8532832000,3.1284057000
39.8532442700,3.1283443500
39.8532845000,3.1284127000
39.8532855000,3.1284224000
39.8532866000,3.1284328000
39.8532502900,3.1283681600
39.8532872000,3.1284434000
39.8532880000,3.1284551000
39.8532539900,3.1283903100
39.8532884000,3.1284624000
39.8532878000,3.1284780000
39.8532870000,3.1284895000
39.8532510200,3.1284212200
39.8532837000,3.1285014000
39.8532809000,3.1285112000
39.8532761000,3.1285219000
39.8532368500,3.1284367800
39.8533694000,3.1285387000
39.8532946000,3.1285446000
39.8532967000,3.1285470000
39.8532187200,3.1284434900
39.8532956000,3.1285483000
39.8532923000,3.1285490000
39.8532842000,3.1285515000
39.8532757000,3.1285532000
39.8532011400,3.1284481500
39.8532648000,3.1285531000
39.8532555000,3.1285531000
39.8532463000,3.1285528000
39.8531858700,3.1284458900
39.8532352000,3.1285512000
39.8532258000,3.1285502000
39.8531630600,3.1284414600
39.8532187000,3.1285498000
39.8532046000,3.1285484000
39.8531947000,3.1285472000
39.8531445900,3.1284322500
39.8531554000,3.1285648000
39.8531830000,3.1285401000
39.8531612000,3.1285354000
39.8531581000,3.1285354000
39.8531514000,3.1285358000
39.8531286500,3.1284310100
39.8531436000,3.1285363000
39.8531343000,3.1285376000
39.8531157900,3.1284367700
39.8531272000,3.1285378000
39.8531147000,3.1285384000
39.8531055000,3.1285396000
39.8530907100,3.1284458300
39.8530960000,3.1285394000
39.8530866000,3.1285408000
39.8530771000,3.1285424000
39.8530704000,3.1284498000
39.8530679000,3.1285428000
39.8530581000,3.1285448000
39.8530576600,3.1284653200
39.8530513000,3.1285464000
39.8531030000,3.1286482000
39.8530449000,3.1285622000
39.8530417000,3.1285778000
39.8530560500,3.1285073400
39.8530413000,3.1285868000
39.8530397000,3.1285954000
39.8530366000,3.1286070000
39.8530318000,3.1286192000
39.8530606800,3.1285663400
39.8530264000,3.1286294000
39.8530194000,3.1286385000
39.8530523800,3.1285968000
39.8530144000,3.1286439000
39.8530062000,3.1286523000
39.8530002000,3.1286592000
39.8530420300,3.1286163900
39.8529972000,3.1286634000
39.8529943000,3.1286682000
39.8529898000,3.1286764000
39.8529863000,3.1286865000
39.8530402900,3.1286446800
39.8531243000,3.1288252000
39.8529865000,3.1286910000
39.8530293000,3.1287647000
39.8530385000,3.1287732000
39.8530459700,3.1286728300
39.8530450000,3.1287834000
39.8530509000,3.1287919000
39.8530563000,3.1288005000
39.8530578000,3.1287048400
39.8530593000,3.1288053000
39.8530617000,3.1288097000
39.8530655000,3.1288185000
39.8530696000,3.1288284000
39.8530832600,3.1287417000
39.8530731000,3.1288362000
39.8530775000,3.1288463000
39.8531057500,3.1287776500
39.8530819000,3.1288562000
39.8530869000,3.1288659000
39.8530923000,3.1288749000
39.8531225000,3.1288068900
39.8530959000,3.1288804000
39.8531731000,3.1290100000
39.8531034000,3.1288839000
39.8531448000,3.1289265000
39.8531506000,3.1289313000
39.8531353600,3.1288508200
39.8531564000,3.1289365000
39.8531634000,3.1289443000
39.8531699000,3.1289519000
39.8531553600,3.1289081600
39.8531765000,3.1289597000
39.8531831000,3.1289680000
39.8531882000,3.1289746000
39.8531671100,3.1289505700
39.8531958000,3.1289848000
39.8532018000,3.1289928000
39.8531823200,3.1289962700
39.8532047000,3.1289972000
39.8532078000,3.1290019000
39.8532135000,3.1290108000
39.8532192000,3.1290202000
39.8532011000,3.1290391600
39.8532248000,3.1290308000
39.8531965000,3.1290732000
39.8532265000,3.1290471000
39.8532296000,3.1290607000
39.8532152600,3.1290949300
39.8532335000,3.1290729000
39.8532382000,3.1290842000
39.8532257400,3.1291256600
39.8532403000,3.1290906000
39.8532425000,3.1290962000
39.8532473000,3.1291063000
39.8532523000,3.1291170000
39.8532287700,3.1291640300
39.8532569000,3.1291292000
39.8532618000,3.1291397000
39.8532671000,3.1291507000
39.8532334800,3.1292015300
39.8532727000,3.1291633000
39.8532770000,3.1291730000
39.8532385400,3.1292381300
39.8532792000,3.1291808000
39.8532808000,3.1291862000
39.8531779000,3.1290329000
39.8532813000,3.1291967000
39.8532748000,3.1292006000
39.8532741000,3.1292010000
39.8532409200,3.1292785700
39.8532749000,3.1292061000
39.8532789000,3.1292138000
39.8532835000,3.1292226000
39.8532487000,3.1293160200
39.8532871000,3.1292327000
39.8532919000,3.1292425000
39.8532600100,3.1293202300
39.8532955000,3.1292494000
39.8533006000,3.1292652000
39.8533049000,3.1292757000
39.8532685100,3.1293289300
39.8533086000,3.1292889000
39.8533119000,3.1292999000
39.8533155000,3.1293111000
39.8532749900,3.1293536200
39.8533180000,3.1293229000
39.8532661000,3.1289377000
39.8533263000,3.1293210000
39.8532833200,3.1293832300
39.8533300000,3.1293201000
39.8533378000,3.1293246000
